dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,abc_blif_correct,time_s,abc_time_s,mockturtle_time_s,klut_gates,klut_depth,xag_gates,xag_and,xag_xor,xag_depth,xag_other,mockturtle_commit,abc_script,source_manifest,skipped,error,abc_binary,klut_pis,klut_pos,mockturtle_tool,xag_pis,xag_pos
traditional,1,majority_n3,majority_n3,3,3,external_mockturtle_xag_k4,4,12,21,19,9,4,4,8,21.215,True,True,0.08375430107116699,0.035140275955200195,0.04767203330993652,1,1,4,3,1,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,3,1
traditional,66,truth_n4_49,truth_n4_49,4,7,external_mockturtle_xag_k4,4,8,19,31,11,5,5,10,19.335,True,True,0.08039402961730957,0.033029794692993164,0.046658992767333984,1,1,5,2,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,22,truth_n4_5,truth_n4_5,4,8,external_mockturtle_xag_k4,4,12,25,25,13,6,6,11,25.505000000000003,True,True,0.07945394515991211,0.0320887565612793,0.04678082466125488,1,1,6,3,3,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,67,truth_n4_50,truth_n4_50,4,10,external_mockturtle_xag_k4,4,12,25,31,13,6,6,11,25.595,True,True,0.08004283905029297,0.03290200233459473,0.0464780330657959,1,1,6,3,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,68,truth_n4_51,truth_n4_51,4,4,external_mockturtle_xag_k4,4,12,21,19,9,4,4,9,21.215,True,True,0.07980179786682129,0.03248405456542969,0.0467379093170166,1,1,4,3,1,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,69,truth_n4_52,truth_n4_52,4,10,external_mockturtle_xag_k4,4,12,25,31,13,6,6,11,25.595,True,True,0.08000612258911133,0.03292107582092285,0.046491146087646484,1,1,6,3,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,70,truth_n4_53,truth_n4_53,4,10,external_mockturtle_xag_k4,4,12,25,31,13,6,6,11,25.595,True,True,0.07975006103515625,0.0330500602722168,0.04603385925292969,1,1,6,3,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,71,truth_n4_54,truth_n4_54,4,8,external_mockturtle_xag_k4,4,12,25,25,13,6,6,11,25.505000000000003,True,True,0.07948589324951172,0.033380985260009766,0.045480966567993164,1,1,6,3,3,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,72,truth_n4_55,truth_n4_55,4,8,external_mockturtle_xag_k4,4,16,31,31,15,7,7,12,31.854999999999997,True,True,0.08127689361572266,0.03344893455505371,0.04706096649169922,1,1,7,4,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,73,truth_n4_56,truth_n4_56,4,7,external_mockturtle_xag_k4,4,12,23,25,11,5,5,10,23.405,True,True,0.0811147689819336,0.03345084190368652,0.04699110984802246,1,1,5,3,2,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,74,truth_n4_57,truth_n4_57,4,8,external_mockturtle_xag_k4,4,12,21,19,9,4,4,9,21.215,True,True,0.0813603401184082,0.033469200134277344,0.047271728515625,1,1,4,3,1,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,75,truth_n4_58,truth_n4_58,4,9,external_mockturtle_xag_k4,4,16,29,25,13,6,6,11,29.665,True,True,0.08029699325561523,0.03347611427307129,0.04622602462768555,1,1,6,4,2,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,76,truth_n4_59,truth_n4_59,4,8,external_mockturtle_xag_k4,4,16,29,19,13,6,6,11,29.575,True,True,0.08012914657592773,0.03297305107116699,0.04644894599914551,1,1,6,4,2,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,23,truth_n4_6,truth_n4_6,4,8,external_mockturtle_xag_k4,4,12,25,25,13,6,6,11,25.505000000000003,True,True,0.07896018028259277,0.03149580955505371,0.046819210052490234,1,1,6,3,3,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,77,truth_n4_60,truth_n4_60,4,9,external_mockturtle_xag_k4,4,12,23,25,11,5,5,10,23.405,True,True,0.07974696159362793,0.032978057861328125,0.046076297760009766,1,1,5,3,2,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,78,truth_n4_61,truth_n4_61,4,8,external_mockturtle_xag_k4,4,16,27,25,11,5,5,10,27.564999999999998,True,True,0.0798349380493164,0.03235793113708496,0.04694724082946777,1,1,5,4,1,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,79,truth_n4_62,truth_n4_62,4,7,external_mockturtle_xag_k4,4,12,21,19,9,4,4,9,21.215,True,True,0.0794668197631836,0.03194904327392578,0.04684185981750488,1,1,4,3,1,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,80,truth_n4_63,truth_n4_63,4,8,external_mockturtle_xag_k4,4,12,25,31,13,6,6,11,25.595,True,True,0.08021903038024902,0.033358097076416016,0.04624676704406738,1,1,6,3,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,24,truth_n4_7,truth_n4_7,4,8,external_mockturtle_xag_k4,4,12,23,25,11,5,5,10,23.405,True,True,0.08133077621459961,0.033661842346191406,0.04707193374633789,1,1,5,3,2,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,25,truth_n4_8,truth_n4_8,4,11,external_mockturtle_xag_k4,4,16,29,25,13,6,6,11,29.665,True,True,0.0803062915802002,0.03356790542602539,0.046031951904296875,1,1,6,4,2,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,26,truth_n4_9,truth_n4_9,4,10,external_mockturtle_xag_k4,4,16,29,25,13,6,6,11,29.665,True,True,0.08040308952331543,0.03366589546203613,0.04616189002990723,1,1,6,4,2,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,4,1
traditional,7,majority_n5,majority_n5,5,15,external_mockturtle_xag_k4,4,36,67,37,31,15,15,21,69.545,True,True,0.08003997802734375,0.03385019302368164,0.04550623893737793,3,2,15,9,6,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,6,parity_n5,parity_n5,5,5,external_mockturtle_xag_k4,4,0,9,19,9,4,4,10,8.735,True,True,0.08170604705810547,0.03461909294128418,0.0464169979095459,3,2,4,0,4,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,8,threshold2_n5,threshold2_n5,5,15,external_mockturtle_xag_k4,4,40,69,43,29,14,14,20,71.695,True,True,0.08261990547180176,0.03445911407470703,0.047513723373413086,3,2,14,10,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,81,truth_n5_0,truth_n5_0,5,15,external_mockturtle_xag_k4,4,28,61,55,33,16,16,22,63.595,True,True,0.08054089546203613,0.0332181453704834,0.04665088653564453,3,2,16,7,9,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,82,truth_n5_1,truth_n5_1,5,12,external_mockturtle_xag_k4,4,36,65,43,29,14,14,20,67.535,True,True,0.07993602752685547,0.03314805030822754,0.046073198318481445,3,2,14,9,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,91,truth_n5_10,truth_n5_10,5,15,external_mockturtle_xag_k4,4,40,83,49,43,21,21,27,86.485,True,True,0.07879495620727539,0.03202509880065918,0.04613304138183594,4,2,21,10,11,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,92,truth_n5_11,truth_n5_11,5,15,external_mockturtle_xag_k4,4,36,63,37,27,13,13,19,65.345,True,True,0.08064007759094238,0.03366708755493164,0.04631805419921875,4,2,13,9,4,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,93,truth_n5_12,truth_n5_12,5,19,external_mockturtle_xag_k4,4,28,55,49,27,13,13,19,57.205,True,True,0.08005404472351074,0.03317713737487793,0.04629206657409668,3,2,13,7,6,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,94,truth_n5_13,truth_n5_13,5,12,external_mockturtle_xag_k4,4,56,91,43,35,17,17,23,94.635,True,True,0.0801081657409668,0.0326542854309082,0.046742916107177734,5,3,17,14,3,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,95,truth_n5_14,truth_n5_14,5,13,external_mockturtle_xag_k4,4,56,103,61,47,23,23,29,107.505,True,True,0.07956886291503906,0.03268027305603027,0.04611921310424805,8,3,23,14,9,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,96,truth_n5_15,truth_n5_15,5,12,external_mockturtle_xag_k4,4,44,77,43,33,16,16,22,80.055,True,True,0.08009672164916992,0.0333399772644043,0.04611611366271973,5,3,16,11,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,97,truth_n5_16,truth_n5_16,5,17,external_mockturtle_xag_k4,4,48,87,43,39,19,19,25,90.515,True,True,0.07924890518188477,0.032212018966674805,0.0463411808013916,5,3,19,12,7,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,98,truth_n5_17,truth_n5_17,5,12,external_mockturtle_xag_k4,4,44,77,43,33,16,16,22,80.055,True,True,0.07980203628540039,0.03308510780334473,0.04610610008239746,5,3,16,11,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,99,truth_n5_18,truth_n5_18,5,10,external_mockturtle_xag_k4,4,44,77,43,33,16,16,22,80.055,True,True,0.07912588119506836,0.03296995162963867,0.045567989349365234,5,3,16,11,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,100,truth_n5_19,truth_n5_19,5,15,external_mockturtle_xag_k4,4,24,53,43,29,14,14,20,55.055,True,True,0.08084797859191895,0.03333115577697754,0.046929359436035156,3,2,14,6,8,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,83,truth_n5_2,truth_n5_2,5,17,external_mockturtle_xag_k4,4,28,55,49,27,13,13,19,57.205,True,True,0.08043098449707031,0.03309321403503418,0.046633005142211914,3,2,13,7,6,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,101,truth_n5_20,truth_n5_20,5,18,external_mockturtle_xag_k4,4,28,57,49,29,14,14,20,59.305,True,True,0.07985305786132812,0.033200979232788086,0.04601716995239258,3,2,14,7,7,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,102,truth_n5_21,truth_n5_21,5,13,external_mockturtle_xag_k4,4,28,51,31,23,11,11,17,52.735,True,True,0.07957100868225098,0.032766103744506836,0.046254873275756836,3,2,11,7,4,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,103,truth_n5_22,truth_n5_22,5,18,external_mockturtle_xag_k4,4,32,63,43,31,15,15,21,65.47500000000001,True,True,0.07993793487548828,0.03303194046020508,0.04631495475769043,3,2,15,8,7,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,104,truth_n5_23,truth_n5_23,5,15,external_mockturtle_xag_k4,4,36,71,49,35,17,17,23,73.92500000000001,True,True,0.08005309104919434,0.03259420394897461,0.04678821563720703,4,2,17,9,8,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,105,truth_n5_24,truth_n5_24,5,18,external_mockturtle_xag_k4,4,36,69,43,33,16,16,22,71.735,True,True,0.07992315292358398,0.03264570236206055,0.04647517204284668,6,3,16,9,7,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,106,truth_n5_25,truth_n5_25,5,13,external_mockturtle_xag_k4,4,32,55,31,23,11,11,17,56.895,True,True,0.07949995994567871,0.03220772743225098,0.04666709899902344,3,2,11,8,3,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,107,truth_n5_26,truth_n5_26,5,14,external_mockturtle_xag_k4,4,44,79,43,35,17,17,23,82.155,True,True,0.0792698860168457,0.03186607360839844,0.0467371940612793,5,3,17,11,6,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,108,truth_n5_27,truth_n5_27,5,21,external_mockturtle_xag_k4,4,44,79,43,35,17,17,23,82.155,True,True,0.08071088790893555,0.03397202491760254,0.04598879814147949,6,3,17,11,6,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,109,truth_n5_28,truth_n5_28,5,14,external_mockturtle_xag_k4,4,56,91,37,35,17,17,23,94.545,True,True,0.08075809478759766,0.033885955810546875,0.0461878776550293,5,3,17,14,3,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,110,truth_n5_29,truth_n5_29,5,14,external_mockturtle_xag_k4,4,44,77,43,33,16,16,22,80.055,True,True,0.08081698417663574,0.033843040466308594,0.04628300666809082,4,2,16,11,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,84,truth_n5_3,truth_n5_3,5,19,external_mockturtle_xag_k4,4,32,59,37,27,13,13,19,61.185,True,True,0.08111119270324707,0.03304791450500488,0.04722428321838379,4,2,13,8,5,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,111,truth_n5_30,truth_n5_30,5,18,external_mockturtle_xag_k4,4,32,57,43,25,12,12,18,59.175000000000004,True,True,0.08084487915039062,0.03380990028381348,0.0463261604309082,3,2,12,8,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,112,truth_n5_31,truth_n5_31,5,20,external_mockturtle_xag_k4,4,48,85,49,37,18,18,24,88.505,True,True,0.08070492744445801,0.03326582908630371,0.04669618606567383,5,3,18,12,6,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,113,truth_n5_32,truth_n5_32,5,15,external_mockturtle_xag_k4,4,60,107,55,47,23,23,29,111.575,True,True,0.0806112289428711,0.03346514701843262,0.04645991325378418,7,3,23,15,8,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,114,truth_n5_33,truth_n5_33,5,19,external_mockturtle_xag_k4,4,44,83,49,39,19,19,25,86.445,True,True,0.08088493347167969,0.033310890197753906,0.047014713287353516,5,3,19,11,8,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,115,truth_n5_34,truth_n5_34,5,18,external_mockturtle_xag_k4,4,28,59,43,31,15,15,21,61.315,True,True,0.07983875274658203,0.03327298164367676,0.04585599899291992,3,2,15,7,8,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,116,truth_n5_35,truth_n5_35,5,20,external_mockturtle_xag_k4,4,48,83,49,35,17,17,23,86.405,True,True,0.07895994186401367,0.0328059196472168,0.04547381401062012,5,3,17,12,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
