dataset,name,n,method,selection_objective,selected_k,T,CNOT,depth,gates,peak_ancilla,score,line_score,correct,candidate_ks,abc_binary,abc_lut_max_fanin,abc_lut_nodes,abc_script,anf_terms,error,explicit_ancilla,index,n_qubits,preset_name,skipped,source_manifest,time_s
n14,anf_n14_61,14,external_ros_lut_line_w25,score_with_ancilla_weight_25,5,2640,4585,4619,1979,47,3006.475,4087.475,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,45,strash; if -K 5,13,,45,61,60,anf_n14_61,,benchmark_exports/highdim_resource_external_seed42,0.16525006294250488
n14,anf_n14_62,14,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,168632,278081,279411,110779,1684,188422.195,188422.195,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1681,strash; if -K 5,75,,1681,62,1696,anf_n14_62,,benchmark_exports/highdim_resource_external_seed42,0.2705821990966797
n14,anf_n14_62,14,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,123200,209115,210783,87583,2473,140548.175,140548.175,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,2471,strash; if -K 4,75,,2471,62,2486,anf_n14_62,,benchmark_exports/highdim_resource_external_seed42,0.2411341667175293
n14,anf_n14_62,14,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,87176,155247,157489,70313,3831,104113.34500000002,134761.34500000003,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3830,strash; if -K 3,75,,3830,62,3845,anf_n14_62,,benchmark_exports/highdim_resource_external_seed42,0.24554705619812012
n14,anf_n14_62,14,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,87176,155247,157489,70313,3831,104113.34500000002,192226.34500000003,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3830,strash; if -K 3,75,,3830,62,3845,anf_n14_62,,benchmark_exports/highdim_resource_external_seed42,0.24554705619812012
n14,anf_n14_63,14,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,299832,494877,497199,197367,2887,334832.735,334832.735,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,2884,strash; if -K 5,389,,2884,63,2899,anf_n14_63,,benchmark_exports/highdim_resource_external_seed42,0.38602519035339355
n14,anf_n14_63,14,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,216312,367667,370765,154453,4286,246696.685,246696.685,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,4284,strash; if -K 4,389,,4284,63,4299,anf_n14_63,,benchmark_exports/highdim_resource_external_seed42,0.3265230655670166
n14,anf_n14_63,14,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,148920,264949,268711,119791,6671,178088.535,231456.535,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,6670,strash; if -K 3,389,,6670,63,6685,anf_n14_63,,benchmark_exports/highdim_resource_external_seed42,0.3292558193206787
n14,anf_n14_63,14,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,148920,264949,268711,119791,6671,178088.535,331521.53500000003,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,6670,strash; if -K 3,389,,6670,63,6685,anf_n14_63,,benchmark_exports/highdim_resource_external_seed42,0.3292558193206787
n14,anf_n14_7,14,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,308728,509315,511791,203063,2967,344742.095,344742.095,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,2964,strash; if -K 5,394,,2964,7,2979,anf_n14_7,,benchmark_exports/highdim_resource_external_seed42,0.31720399856567383
n14,anf_n14_7,14,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,216240,367517,370797,154557,4346,246740.205,246740.205,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,4344,strash; if -K 4,394,,4344,7,4359,anf_n14_7,,benchmark_exports/highdim_resource_external_seed42,0.2741408348083496
n14,anf_n14_7,14,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,150088,266785,270485,120397,6673,179366.645,232750.645,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,6672,strash; if -K 3,394,,6672,7,6687,anf_n14_7,,benchmark_exports/highdim_resource_external_seed42,0.2638370990753174
n14,anf_n14_7,14,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,150088,266785,270485,120397,6673,179366.645,332845.645,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,6672,strash; if -K 3,394,,6672,7,6687,anf_n14_7,,benchmark_exports/highdim_resource_external_seed42,0.2638370990753174
n14,anf_n14_8,14,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,7616,12863,12933,5317,89,8555.685000000001,8555.685000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,86,strash; if -K 5,17,,86,8,101,anf_n14_8,,benchmark_exports/highdim_resource_external_seed42,0.10350489616394043
n14,anf_n14_8,14,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,5592,9681,9775,4183,116,6399.695,6399.695,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,114,strash; if -K 4,17,,114,8,129,anf_n14_8,,benchmark_exports/highdim_resource_external_seed42,0.10320401191711426
n14,anf_n14_8,14,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,3888,7165,7299,3411,192,4702.195,6238.195,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,191,strash; if -K 3,17,,191,8,206,anf_n14_8,,benchmark_exports/highdim_resource_external_seed42,0.10442590713500977
n14,anf_n14_8,14,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,5592,9681,9775,4183,116,6399.695,9067.695,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,114,strash; if -K 4,17,,114,8,129,anf_n14_8,,benchmark_exports/highdim_resource_external_seed42,0.10320401191711426
n14,anf_n14_9,14,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,302824,499769,502103,199279,2949,338237.095,338237.095,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,2946,strash; if -K 5,226,,2946,9,2961,anf_n14_9,,benchmark_exports/highdim_resource_external_seed42,0.31850099563598633
n14,anf_n14_9,14,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,216824,368707,371885,155061,4365,247431.16499999998,247431.16499999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,4363,strash; if -K 4,226,,4363,9,4378,anf_n14_9,,benchmark_exports/highdim_resource_external_seed42,0.2738168239593506
n14,anf_n14_9,14,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,148832,264999,268785,119953,6658,177979.26499999998,231243.26499999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,6657,strash; if -K 3,226,,6657,9,6672,anf_n14_9,,benchmark_exports/highdim_resource_external_seed42,0.2679910659790039
n14,anf_n14_9,14,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,148832,264999,268785,119953,6658,177979.26499999998,331113.265,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,6657,strash; if -K 3,226,,6657,9,6672,anf_n14_9,,benchmark_exports/highdim_resource_external_seed42,0.2679910659790039
n15,anf_n15_0,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,552,1019,1041,489,21,655.265,655.265,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,19,strash; if -K 5,13,,19,0,35,anf_n15_0,,benchmark_exports/highdim_scale_resource_external_seed42,0.2213451862335205
n15,anf_n15_0,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,5,552,1019,1041,489,21,655.265,655.265,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,19,strash; if -K 5,13,,19,0,35,anf_n15_0,,benchmark_exports/highdim_scale_resource_external_seed42,0.2213451862335205
n15,anf_n15_0,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,5,552,1019,1041,489,21,655.265,823.265,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,19,strash; if -K 5,13,,19,0,35,anf_n15_0,,benchmark_exports/highdim_scale_resource_external_seed42,0.2213451862335205
n15,anf_n15_0,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,5,552,1019,1041,489,21,655.265,1138.2649999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,19,strash; if -K 5,13,,19,0,35,anf_n15_0,,benchmark_exports/highdim_scale_resource_external_seed42,0.2213451862335205
n15,anf_n15_1,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,26256,44061,44339,18083,288,29440.355,29440.355,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,285,strash; if -K 5,27,,285,1,301,anf_n15_1,,benchmark_exports/highdim_scale_resource_external_seed42,0.2506847381591797
n15,anf_n15_1,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,17408,30105,30433,13025,373,19944.945,19944.945,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,371,strash; if -K 4,27,,371,1,387,anf_n15_1,,benchmark_exports/highdim_scale_resource_external_seed42,0.24770307540893555
n15,anf_n15_1,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,12056,22047,22491,10435,591,14561.595,19289.595,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,590,strash; if -K 3,27,,590,1,606,anf_n15_1,,benchmark_exports/highdim_scale_resource_external_seed42,0.23728108406066895
n15,anf_n15_1,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,12056,22047,22491,10435,591,14561.595,28154.595,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,590,strash; if -K 3,27,,590,1,606,anf_n15_1,,benchmark_exports/highdim_scale_resource_external_seed42,0.23728108406066895
n15,anf_n15_10,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,602936,994451,999183,396247,5798,673260.255,673260.255,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5795,strash; if -K 5,1106,,5795,10,5811,anf_n15_10,,benchmark_exports/highdim_scale_resource_external_seed42,0.7497470378875732
n15,anf_n15_10,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,423712,720307,726651,302939,8425,483303.43500000006,483303.43500000006,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,8423,strash; if -K 4,1106,,8423,10,8439,anf_n15_10,,benchmark_exports/highdim_scale_resource_external_seed42,0.6459519863128662
n15,anf_n15_10,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,293296,521265,528713,235417,12918,350267.46499999997,453611.46499999997,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12917,strash; if -K 3,1106,,12917,10,12933,anf_n15_10,,benchmark_exports/highdim_scale_resource_external_seed42,0.6298182010650635
n15,anf_n15_10,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,293296,521265,528713,235417,12918,350267.46499999997,647381.465,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12917,strash; if -K 3,1106,,12917,10,12933,anf_n15_10,,benchmark_exports/highdim_scale_resource_external_seed42,0.6298182010650635
n15,anf_n15_11,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,594528,980453,985251,390723,5724,663880.115,663880.115,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5721,strash; if -K 5,543,,5721,11,5737,anf_n15_11,,benchmark_exports/highdim_scale_resource_external_seed42,0.7030432224273682
n15,anf_n15_11,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,419536,713131,719441,299905,8328,478507.90499999997,478507.90499999997,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,8326,strash; if -K 4,543,,8326,11,8342,anf_n15_11,,benchmark_exports/highdim_scale_resource_external_seed42,0.6209580898284912
n15,anf_n15_11,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,290192,515535,522683,232491,12786,346550.555,448838.555,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12785,strash; if -K 3,543,,12785,11,12801,anf_n15_11,,benchmark_exports/highdim_scale_resource_external_seed42,0.5943491458892822
n15,anf_n15_11,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,290192,515535,522683,232491,12786,346550.555,640628.5549999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12785,strash; if -K 3,543,,12785,11,12801,anf_n15_11,,benchmark_exports/highdim_scale_resource_external_seed42,0.5943491458892822
n15,anf_n15_12,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,532352,878501,882641,350289,5053,594340.545,594340.545,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5050,strash; if -K 5,214,,5050,12,5066,anf_n15_12,,benchmark_exports/highdim_scale_resource_external_seed42,0.6474990844726562
n15,anf_n15_12,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,375088,638817,644745,269657,7451,427910.425,427910.425,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,7449,strash; if -K 4,214,,7449,12,7465,anf_n15_12,,benchmark_exports/highdim_scale_resource_external_seed42,0.5704469680786133
n15,anf_n15_12,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,261576,465545,472249,210673,11472,312332.26499999996,404108.26499999996,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11471,strash; if -K 3,214,,11471,12,11487,anf_n15_12,,benchmark_exports/highdim_scale_resource_external_seed42,0.550116777420044
n15,anf_n15_12,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,261576,465545,472249,210673,11472,312332.26499999996,576188.2649999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11471,strash; if -K 3,214,,11471,12,11487,anf_n15_12,,benchmark_exports/highdim_scale_resource_external_seed42,0.550116777420044
n15,anf_n15_13,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,487056,804955,809095,322039,4642,543895.015,543895.015,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,4639,strash; if -K 5,106,,4639,13,4655,anf_n15_13,,benchmark_exports/highdim_scale_resource_external_seed42,0.6211729049682617
n15,anf_n15_13,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,349056,594341,599777,250721,6844,398021.50500000006,398021.50500000006,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,6842,strash; if -K 4,106,,6842,13,6858,anf_n15_13,,benchmark_exports/highdim_scale_resource_external_seed42,0.540219783782959
n15,anf_n15_13,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,239832,427533,433831,193999,10627,286634.775,371650.775,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,10626,strash; if -K 3,106,,10626,13,10642,anf_n15_13,,benchmark_exports/highdim_scale_resource_external_seed42,0.5216400623321533
n15,anf_n15_13,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,239832,427533,433831,193999,10627,286634.775,531055.775,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,10626,strash; if -K 3,106,,10626,13,10642,anf_n15_13,,benchmark_exports/highdim_scale_resource_external_seed42,0.5216400623321533
n15,anf_n15_14,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,612040,1008187,1013101,401061,5994,683562.605,683562.605,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5991,strash; if -K 5,1524,,5991,14,6007,anf_n15_14,,benchmark_exports/highdim_scale_resource_external_seed42,0.7307839393615723
n15,anf_n15_14,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,431792,732739,739179,307387,8604,492471.115,492471.115,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,8602,strash; if -K 4,1524,,8602,14,8618,anf_n15_14,,benchmark_exports/highdim_scale_resource_external_seed42,0.6451287269592285
n15,anf_n15_14,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,295536,523751,530929,235393,13049,352901.90499999997,457293.90499999997,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,13048,strash; if -K 3,1524,,13048,14,13064,anf_n15_14,,benchmark_exports/highdim_scale_resource_external_seed42,0.6136813163757324
n15,anf_n15_14,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,295536,523751,530929,235393,13049,352901.90499999997,653028.905,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,13048,strash; if -K 3,1524,,13048,14,13064,anf_n15_14,,benchmark_exports/highdim_scale_resource_external_seed42,0.6136813163757324
n15,anf_n15_15,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,64,115,119,55,4,78.93499999999999,78.93499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,3,strash; if -K 4,4,,3,15,19,anf_n15_15,,benchmark_exports/highdim_scale_resource_external_seed42,0.20258212089538574
n15,anf_n15_15,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,64,115,119,55,4,78.93499999999999,78.93499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,3,strash; if -K 4,4,,3,15,19,anf_n15_15,,benchmark_exports/highdim_scale_resource_external_seed42,0.20258212089538574
n15,anf_n15_15,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,64,115,119,55,4,78.93499999999999,110.93499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,3,strash; if -K 4,4,,3,15,19,anf_n15_15,,benchmark_exports/highdim_scale_resource_external_seed42,0.20258212089538574
n15,anf_n15_15,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,64,115,119,55,4,78.93499999999999,170.935,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,3,strash; if -K 4,4,,3,15,19,anf_n15_15,,benchmark_exports/highdim_scale_resource_external_seed42,0.20258212089538574
n15,anf_n15_16,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,570432,941539,946131,375699,5559,637160.515,637160.515,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5556,strash; if -K 5,713,,5556,16,5572,anf_n15_16,,benchmark_exports/highdim_scale_resource_external_seed42,0.6818161010742188
n15,anf_n15_16,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,408224,694551,700719,292495,8132,465705.77499999997,465705.77499999997,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,8130,strash; if -K 4,713,,8130,16,8146,anf_n15_16,,benchmark_exports/highdim_scale_resource_external_seed42,0.5964839458465576
n15,anf_n15_16,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,280744,499427,506551,225807,12436,335449.41500000004,434937.41500000004,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12435,strash; if -K 3,713,,12435,16,12451,anf_n15_16,,benchmark_exports/highdim_scale_resource_external_seed42,0.5744690895080566
n15,anf_n15_16,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,280744,499427,506551,225807,12436,335449.41500000004,621477.415,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12435,strash; if -K 3,713,,12435,16,12451,anf_n15_16,,benchmark_exports/highdim_scale_resource_external_seed42,0.5744690895080566
n15,anf_n15_17,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,565896,932853,937235,371339,5454,631890.035,631890.035,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5451,strash; if -K 5,221,,5451,17,5467,anf_n15_17,,benchmark_exports/highdim_scale_resource_external_seed42,0.6704680919647217
n15,anf_n15_17,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,397768,675343,681183,283415,7859,453551.615,453551.615,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,7857,strash; if -K 4,221,,7857,17,7873,anf_n15_17,,benchmark_exports/highdim_scale_resource_external_seed42,0.5860097408294678
n15,anf_n15_17,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,271120,481825,488727,217607,11995,323889.97500000003,419849.97500000003,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11994,strash; if -K 3,221,,11994,17,12010,anf_n15_17,,benchmark_exports/highdim_scale_resource_external_seed42,0.5620317459106445
n15,anf_n15_17,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,271120,481825,488727,217607,11995,323889.97500000003,599774.9750000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11994,strash; if -K 3,221,,11994,17,12010,anf_n15_17,,benchmark_exports/highdim_scale_resource_external_seed42,0.5620317459106445
n15,anf_n15_18,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,592528,976651,981303,388775,5766,661733.3350000001,661733.3350000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5763,strash; if -K 5,996,,5763,18,5779,anf_n15_18,,benchmark_exports/highdim_scale_resource_external_seed42,0.7039830684661865
n15,anf_n15_18,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,417328,708677,714909,297581,8300,475974.525,475974.525,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,8298,strash; if -K 4,996,,8298,18,8314,anf_n15_18,,benchmark_exports/highdim_scale_resource_external_seed42,0.6302778720855713
n15,anf_n15_18,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,285488,506869,514097,228609,12631,341022.30500000005,442070.30500000005,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12630,strash; if -K 3,996,,12630,18,12646,anf_n15_18,,benchmark_exports/highdim_scale_resource_external_seed42,0.6021728515625
n15,anf_n15_18,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,285488,506869,514097,228609,12631,341022.30500000005,631535.305,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,12630,strash; if -K 3,996,,12630,18,12646,anf_n15_18,,benchmark_exports/highdim_scale_resource_external_seed42,0.6021728515625
n15,anf_n15_19,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,9592,16403,16521,6929,132,10829.225000000002,10829.225000000002,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,129,strash; if -K 5,17,,129,19,145,anf_n15_19,,benchmark_exports/highdim_scale_resource_external_seed42,0.22505497932434082
n15,anf_n15_19,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,9080,15933,16117,7037,211,10451.445,10451.445,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,209,strash; if -K 4,17,,209,19,225,anf_n15_19,,benchmark_exports/highdim_scale_resource_external_seed42,0.22586798667907715
n15,anf_n15_19,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,7488,13799,14041,6553,350,9016.105000000001,11816.105000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,349,strash; if -K 3,17,,349,19,365,anf_n15_19,,benchmark_exports/highdim_scale_resource_external_seed42,0.22537708282470703
n15,anf_n15_19,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,5,9592,16403,16521,6929,132,10829.225000000002,13865.225000000002,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,129,strash; if -K 5,17,,129,19,145,anf_n15_19,,benchmark_exports/highdim_scale_resource_external_seed42,0.22505497932434082
n15,anf_n15_2,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,523112,862289,866401,343289,5064,584160.4650000001,584160.4650000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5061,strash; if -K 5,133,,5061,2,5077,anf_n15_2,,benchmark_exports/highdim_scale_resource_external_seed42,0.6939120292663574
n15,anf_n15_2,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,369056,626715,632199,263143,7324,420887.01499999996,420887.01499999996,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,7322,strash; if -K 4,133,,7322,2,7338,anf_n15_2,,benchmark_exports/highdim_scale_resource_external_seed42,0.5997099876403809
n15,anf_n15_2,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,253584,450229,456617,203033,11155,302782.745,392022.745,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11154,strash; if -K 3,133,,11154,2,11170,anf_n15_2,,benchmark_exports/highdim_scale_resource_external_seed42,0.5706660747528076
n15,anf_n15_2,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,253584,450229,456617,203033,11155,302782.745,559347.745,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11154,strash; if -K 3,133,,11154,2,11170,anf_n15_2,,benchmark_exports/highdim_scale_resource_external_seed42,0.5706660747528076
n15,anf_n15_20,15,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,5,537296,886189,890389,353093,5313,600256.3250000001,600256.3250000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,5310,strash; if -K 5,118,,5310,20,5326,anf_n15_20,,benchmark_exports/highdim_scale_resource_external_seed42,0.6730833053588867
n15,anf_n15_20,15,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,384736,653001,658615,273879,7695,438864.05499999993,438864.05499999993,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,7693,strash; if -K 4,118,,7693,20,7709,anf_n15_20,,benchmark_exports/highdim_scale_resource_external_seed42,0.5870461463928223
n15,anf_n15_20,15,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,267560,475277,481969,214409,11786,319516.705,413804.705,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11785,strash; if -K 3,118,,11785,20,11801,anf_n15_20,,benchmark_exports/highdim_scale_resource_external_seed42,0.5590641498565674
n15,anf_n15_20,15,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,267560,475277,481969,214409,11786,319516.705,590594.7050000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,11785,strash; if -K 3,118,,11785,20,11801,anf_n15_20,,benchmark_exports/highdim_scale_resource_external_seed42,0.5590641498565674
