dataset,name,n,budget,cap_fraction,peak_cap,method,selected_policy,solver_mode,checkpoint_candidates,selected_checkpoint_nodes,evaluated_subsets,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,lut_nodes,lut_edges,selected_k,exact_over_checkpoint_candidates,official_ros_fully_reproduced,error
traditional,truth_n4_14,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,72,127,129,57,1,3,6,85.585,1.0,0.0,5,True,False,
traditional,truth_n4_14,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,72,127,129,57,1,3,6,85.585,1.0,0.0,5,True,False,
traditional,truth_n4_15,4,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,4,0,64,119,123,59,4,5,9,81.19500000000001,4.0,3.0,3,True,False,
traditional,truth_n4_15,4,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,4,0,64,119,123,59,4,5,9,81.19500000000001,4.0,3.0,3,True,False,
traditional,truth_n4_16,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,87,89,41,1,2,6,57.224999999999994,1.0,0.0,4,True,False,
traditional,truth_n4_16,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,87,89,41,1,2,6,57.224999999999994,1.0,0.0,4,True,False,
traditional,truth_n4_17,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,2,0,24,47,47,23,2,3,7,32.815,2.0,1.0,3,True,False,
traditional,truth_n4_17,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,2,0,24,47,47,23,2,3,7,32.815,2.0,1.0,3,True,False,
traditional,truth_n4_18,4,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,4,0,56,105,109,53,4,5,9,72.36500000000001,4.0,3.0,3,True,False,
traditional,truth_n4_18,4,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,4,0,56,105,109,53,4,5,9,72.36500000000001,4.0,3.0,3,True,False,
traditional,truth_n4_19,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,101,101,45,1,2,6,66.005,1.0,0.0,4,True,False,
traditional,truth_n4_19,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,101,101,45,1,2,6,66.005,1.0,0.0,4,True,False,
traditional,truth_n4_20,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,85,85,37,1,2,6,57.044999999999995,1.0,0.0,5,True,False,
traditional,truth_n4_20,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,85,85,37,1,2,6,57.044999999999995,1.0,0.0,5,True,False,
traditional,truth_n4_21,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,83,85,37,1,2,6,56.964999999999996,1.0,0.0,4,True,False,
traditional,truth_n4_21,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,83,85,37,1,2,6,56.964999999999996,1.0,0.0,4,True,False,
traditional,truth_n4_22,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,72,127,127,55,1,3,6,85.535,1.0,0.0,5,True,False,
traditional,truth_n4_22,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,72,127,127,55,1,3,6,85.535,1.0,0.0,5,True,False,
traditional,truth_n4_23,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,40,73,75,35,1,2,6,48.395,1.0,0.0,5,True,False,
traditional,truth_n4_23,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,40,73,75,35,1,2,6,48.395,1.0,0.0,5,True,False,
traditional,truth_n4_24,4,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,4,0,88,161,163,75,4,5,9,107.63499999999999,4.0,3.0,3,True,False,
traditional,truth_n4_24,4,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,168,305,307,139,1,4,6,194.19499999999996,4.0,3.0,3,True,False,
traditional,truth_n4_25,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,85,87,39,1,2,6,57.095,1.0,0.0,4,True,False,
traditional,truth_n4_25,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,85,87,39,1,2,6,57.095,1.0,0.0,4,True,False,
traditional,truth_n4_26,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,99,101,45,1,3,6,67.92500000000001,1.0,0.0,4,True,False,
traditional,truth_n4_26,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,99,101,45,1,3,6,67.92500000000001,1.0,0.0,4,True,False,
traditional,truth_n4_27,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,101,103,47,1,2,6,66.055,1.0,0.0,5,True,False,
traditional,truth_n4_27,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,101,103,47,1,2,6,66.055,1.0,0.0,5,True,False,
traditional,truth_n4_28,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,80,139,139,59,1,3,6,94.235,1.0,0.0,5,True,False,
traditional,truth_n4_28,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,80,139,139,59,1,3,6,94.235,1.0,0.0,5,True,False,
traditional,truth_n4_29,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,99,99,43,1,2,6,65.875,1.0,0.0,5,True,False,
traditional,truth_n4_29,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,99,99,43,1,2,6,65.875,1.0,0.0,5,True,False,
traditional,truth_n4_30,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,89,91,43,1,2,6,57.355000000000004,1.0,0.0,5,True,False,
traditional,truth_n4_30,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,89,91,43,1,2,6,57.355000000000004,1.0,0.0,5,True,False,
traditional,truth_n4_31,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,96,163,165,69,1,3,6,111.68499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_31,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,96,163,165,69,1,3,6,111.68499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_32,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,64,113,113,49,1,2,6,74.70499999999998,1.0,0.0,4,True,False,
traditional,truth_n4_32,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,64,113,113,49,1,2,6,74.70499999999998,1.0,0.0,4,True,False,
traditional,truth_n4_33,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,83,85,37,1,2,6,56.964999999999996,1.0,0.0,4,True,False,
traditional,truth_n4_33,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,83,85,37,1,2,6,56.964999999999996,1.0,0.0,4,True,False,
traditional,truth_n4_34,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,40,81,87,47,3,4,8,53.015,3.0,2.0,3,True,False,
traditional,truth_n4_34,4,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,40,81,87,47,3,4,8,53.015,3.0,2.0,3,True,False,
traditional,truth_n4_35,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,40,75,77,37,3,4,8,52.525,3.0,2.0,3,True,False,
traditional,truth_n4_35,4,line75,0.75,3,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,64,119,121,57,1,3,6,77.145,3.0,2.0,3,True,False,
traditional,truth_n4_35,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,64,119,121,57,1,3,6,77.145,3.0,2.0,3,True,False,
traditional,truth_n4_36,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,103,103,47,1,2,6,66.13499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_36,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,103,103,47,1,2,6,66.13499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_37,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,56,105,111,55,3,4,8,70.41499999999999,3.0,2.0,3,True,False,
traditional,truth_n4_37,4,line75,0.75,3,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,96,179,189,93,1,3,6,112.925,3.0,2.0,3,True,False,
traditional,truth_n4_37,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,96,179,189,93,1,3,6,112.925,3.0,2.0,3,True,False,
traditional,truth_n4_38,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,64,111,113,49,1,3,6,76.62499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_38,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,64,111,113,49,1,3,6,76.62499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_39,4,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,56,111,113,57,5,6,10,74.705,5.0,4.0,3,True,False,
traditional,truth_n4_39,4,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,120,239,243,123,1,5,6,144.435,5.0,4.0,3,True,False,
traditional,truth_n4_40,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,64,115,119,55,3,4,8,78.93499999999999,3.0,2.0,3,True,False,
traditional,truth_n4_40,4,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,64,115,119,55,3,4,8,78.93499999999999,3.0,2.0,3,True,False,
traditional,truth_n4_41,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,64,107,109,45,1,3,6,76.36500000000001,1.0,0.0,4,True,False,
traditional,truth_n4_41,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,64,107,109,45,1,3,6,76.36500000000001,1.0,0.0,4,True,False,
traditional,truth_n4_42,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,48,93,95,47,3,4,8,61.614999999999995,3.0,2.0,3,True,False,
traditional,truth_n4_42,4,line75,0.75,3,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,80,155,157,77,1,3,6,95.325,3.0,2.0,3,True,False,
traditional,truth_n4_42,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,80,155,157,77,1,3,6,95.325,3.0,2.0,3,True,False,
traditional,truth_n4_43,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,97,97,41,1,2,6,65.745,1.0,0.0,5,True,False,
traditional,truth_n4_43,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,97,97,41,1,2,6,65.745,1.0,0.0,5,True,False,
traditional,truth_n4_44,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,72,135,141,69,3,4,8,88.205,3.0,2.0,3,True,False,
traditional,truth_n4_44,4,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,72,135,141,69,3,4,8,88.205,3.0,2.0,3,True,False,
traditional,truth_n4_45,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,40,73,73,33,1,2,6,48.345,1.0,0.0,5,True,False,
traditional,truth_n4_45,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,40,73,73,33,1,2,6,48.345,1.0,0.0,5,True,False,
traditional,truth_n4_46,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,88,151,153,65,1,3,6,102.98500000000001,1.0,0.0,5,True,False,
traditional,truth_n4_46,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,88,151,153,65,1,3,6,102.98500000000001,1.0,0.0,5,True,False,
traditional,truth_n4_47,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,72,129,129,57,1,3,6,85.66499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_47,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,72,129,129,57,1,3,6,85.66499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_48,4,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,4,0,40,83,91,51,4,5,9,55.195,4.0,3.0,3,True,False,
traditional,truth_n4_48,4,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,4,0,40,83,91,51,4,5,9,55.195,4.0,3.0,3,True,False,
traditional,truth_n4_49,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,48,87,87,39,1,2,6,57.175,1.0,0.0,5,True,False,
traditional,truth_n4_49,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,48,87,87,39,1,2,6,57.175,1.0,0.0,5,True,False,
traditional,truth_n4_50,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,64,115,117,53,1,2,6,74.88499999999999,1.0,0.0,4,True,False,
traditional,truth_n4_50,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,64,115,117,53,1,2,6,74.88499999999999,1.0,0.0,4,True,False,
traditional,truth_n4_51,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,40,69,69,29,1,2,6,48.084999999999994,1.0,0.0,5,True,False,
traditional,truth_n4_51,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,40,69,69,29,1,2,6,48.084999999999994,1.0,0.0,5,True,False,
traditional,truth_n4_52,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,105,105,49,1,2,6,66.26500000000001,1.0,0.0,5,True,False,
traditional,truth_n4_52,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,105,105,49,1,2,6,66.26500000000001,1.0,0.0,5,True,False,
traditional,truth_n4_53,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,96,165,165,69,1,3,6,111.76499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_53,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,96,165,165,69,1,3,6,111.76499999999999,1.0,0.0,5,True,False,
traditional,truth_n4_54,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,80,137,137,57,1,3,6,94.10499999999999,1.0,0.0,4,True,False,
traditional,truth_n4_54,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,80,137,137,57,1,3,6,94.10499999999999,1.0,0.0,4,True,False,
traditional,truth_n4_55,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,72,125,125,53,1,2,6,83.405,1.0,0.0,4,True,False,
traditional,truth_n4_55,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,72,125,125,53,1,2,6,83.405,1.0,0.0,4,True,False,
traditional,truth_n4_56,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,40,73,75,35,1,2,6,48.395,1.0,0.0,5,True,False,
traditional,truth_n4_56,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,40,73,75,35,1,2,6,48.395,1.0,0.0,5,True,False,
traditional,truth_n4_57,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,40,75,77,37,1,2,6,48.525,1.0,0.0,4,True,False,
traditional,truth_n4_57,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,40,75,77,37,1,2,6,48.525,1.0,0.0,4,True,False,
traditional,truth_n4_58,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,64,113,115,51,1,2,6,74.755,1.0,0.0,5,True,False,
traditional,truth_n4_58,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,64,113,115,51,1,2,6,74.755,1.0,0.0,5,True,False,
traditional,truth_n4_59,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,72,129,131,59,3,4,8,87.715,3.0,2.0,3,True,False,
traditional,truth_n4_59,4,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,72,129,131,59,3,4,8,87.715,3.0,2.0,3,True,False,
traditional,truth_n4_60,4,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,80,145,149,69,3,4,8,96.725,3.0,2.0,3,True,False,
traditional,truth_n4_60,4,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,80,145,149,69,3,4,8,96.725,3.0,2.0,3,True,False,
traditional,truth_n4_61,4,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,80,135,137,57,1,2,6,92.025,1.0,0.0,4,True,False,
traditional,truth_n4_61,4,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,80,135,137,57,1,2,6,92.025,1.0,0.0,4,True,False,
traditional,truth_n4_62,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,97,99,43,1,3,6,67.795,1.0,0.0,5,True,False,
traditional,truth_n4_62,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,97,99,43,1,3,6,67.795,1.0,0.0,5,True,False,
traditional,truth_n4_63,4,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,56,101,101,45,1,3,6,68.005,1.0,0.0,4,True,False,
traditional,truth_n4_63,4,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,56,101,101,45,1,3,6,68.005,1.0,0.0,4,True,False,
traditional,truth_n5_0,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,144,245,247,103,1,3,7,164.53500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_0,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,144,245,247,103,1,3,7,164.53500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_1,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,168,277,277,109,1,4,7,192.32500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_1,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,168,277,277,109,1,4,7,192.32500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_2,5,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,168,293,299,131,3,5,9,195.515,3.0,2.0,4,True,False,
traditional,truth_n5_2,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,320,555,565,245,1,4,7,361.125,3.0,2.0,4,True,False,
traditional,truth_n5_3,5,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,7,0,144,269,275,131,7,8,13,176.195,7.0,6.0,3,True,False,
traditional,truth_n5_3,5,line75,0.75,6,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,416,771,787,371,1,6,7,474.35499999999996,7.0,6.0,3,True,False,
traditional,truth_n5_3,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,416,771,787,371,1,6,7,474.35499999999996,7.0,6.0,3,True,False,
traditional,truth_n5_4,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,232,383,385,153,1,3,7,260.625,1.0,0.0,5,True,False,
traditional,truth_n5_4,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,232,383,385,153,1,3,7,260.625,1.0,0.0,5,True,False,
traditional,truth_n5_5,5,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,7,0,168,309,315,147,7,8,13,202.555,7.0,6.0,3,True,False,
traditional,truth_n5_5,5,line75,0.75,6,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,456,831,851,395,1,6,7,517.9549999999999,7.0,6.0,3,True,False,
traditional,truth_n5_5,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,456,831,851,395,1,6,7,517.9549999999999,7.0,6.0,3,True,False,
traditional,truth_n5_6,5,keep100,1.0,10,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,9,0,176,329,339,163,9,10,15,215.875,9.0,8.0,3,True,False,
traditional,truth_n5_6,5,line75,0.75,7,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,608,1163,1201,593,1,6,7,690.4649999999999,9.0,8.0,3,True,False,
traditional,truth_n5_6,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,608,1163,1201,593,1,6,7,690.4649999999999,9.0,8.0,3,True,False,
traditional,truth_n5_7,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,144,243,245,101,1,4,7,166.405,1.0,0.0,5,True,False,
traditional,truth_n5_7,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,144,243,245,101,1,4,7,166.405,1.0,0.0,5,True,False,
traditional,truth_n5_8,5,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,248,457,463,215,10,11,16,297.37499999999994,10.0,9.0,3,True,False,
traditional,truth_n5_8,5,line75,0.75,8,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,728,1359,1387,659,1,6,7,821.755,10.0,9.0,3,True,False,
traditional,truth_n5_8,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,728,1359,1387,659,1,6,7,821.755,10.0,9.0,3,True,False,
traditional,truth_n5_9,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,168,283,283,115,1,3,7,190.715,1.0,0.0,5,True,False,
traditional,truth_n5_9,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,168,283,283,115,1,3,7,190.715,1.0,0.0,5,True,False,
traditional,truth_n5_10,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,152,259,259,107,1,3,7,173.315,1.0,0.0,5,True,False,
traditional,truth_n5_10,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,152,259,259,107,1,3,7,173.315,1.0,0.0,5,True,False,
traditional,truth_n5_11,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,168,281,283,115,1,3,7,190.63500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_11,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,168,281,283,115,1,3,7,190.63500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_12,5,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,160,281,285,125,3,5,9,186.76500000000001,3.0,2.0,4,True,False,
