dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary,candidate_ks
n15,30,anf_n15_30,anf_n15_30,15,308,external_ros_lut_proxy,3,288312,512225,519479,231167,12797,12798,12813,344500.855,True,0.6069509983062744,12797,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,31,anf_n15_31,anf_n15_31,15,1329,external_ros_lut_proxy,3,289520,513491,520629,231109,12817,12818,12833,345816.16500000004,True,0.6266238689422607,12817,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,4,anf_n15_4,anf_n15_4,15,192,external_ros_lut_proxy,3,268816,477353,484019,215203,11820,11821,11836,320964.435,True,0.611083984375,11820,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,5,anf_n15_5,anf_n15_5,15,128,external_ros_lut_proxy,3,260360,462931,469535,209175,11524,11525,11540,311062.015,True,0.6454982757568359,11524,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,6,anf_n15_6,anf_n15_6,15,15,external_ros_lut_proxy,3,4512,8271,8437,3925,216,217,232,5442.645,True,0.2536892890930176,216,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,7,anf_n15_7,anf_n15_7,15,48,external_ros_lut_proxy,3,99280,177741,180485,81205,4411,4412,4427,118732.965,True,0.36602234840393066,4411,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,8,anf_n15_8,anf_n15_8,15,261,external_ros_lut_proxy,3,261072,464021,470521,209449,11539,11540,11555,311865.145,True,0.5906150341033936,11539,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n15,9,anf_n15_9,anf_n15_9,15,79,external_ros_lut_proxy,3,181176,322941,327793,146617,7961,7962,7977,216400.70500000002,True,0.45883893966674805,7961,3,strash; if -K 3,benchmark_exports/highdim_scale_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,0,anf_n16_0,anf_n16_0,16,15,external_ros_lut_proxy,3,1624,3083,3183,1559,99,100,116,2010.6549999999997,True,0.5123691558837891,99,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,1,anf_n16_1,anf_n16_1,16,320,external_ros_lut_proxy,3,535552,948345,961357,425805,23605,23606,23622,639376.2050000001,True,1.4135260581970215,23605,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,10,anf_n16_10,anf_n16_10,16,344,external_ros_lut_proxy,3,528216,937261,950171,421955,23248,23249,23265,630676.5549999999,True,1.4596681594848633,23248,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,11,anf_n16_11,anf_n16_11,16,63,external_ros_lut_proxy,3,313920,559995,568497,254577,13645,13646,13662,374685.025,True,1.0027329921722412,13645,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,12,anf_n16_12,anf_n16_12,16,392,external_ros_lut_proxy,3,580520,1030031,1044469,463949,25518,25519,25535,693065.765,True,1.5512187480926514,25518,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,13,anf_n16_13,anf_n16_13,16,4,external_ros_lut_proxy,5,96,173,179,83,5,6,22,118.435,True,0.5062861442565918,5,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,14,anf_n16_14,anf_n16_14,16,99,external_ros_lut_proxy,3,322336,572659,580581,258245,14179,14180,14196,384893.525,True,1.008178949356079,14179,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,15,anf_n16_15,anf_n16_15,16,985,external_ros_lut_proxy,3,568240,1007777,1021975,453735,25080,25081,25097,678580.0549999999,True,1.477931022644043,25080,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,16,anf_n16_16,anf_n16_16,16,60,external_ros_lut_proxy,3,201704,358735,363943,162239,8864,8865,8881,240864.935,True,0.8271958827972412,8864,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,17,anf_n16_17,anf_n16_17,16,543,external_ros_lut_proxy,3,528264,938615,951867,423603,23282,23283,23299,630888.635,True,1.3769941329956055,23282,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,18,anf_n16_18,anf_n16_18,16,747,external_ros_lut_proxy,3,581088,1029603,1043659,462571,25601,25602,25618,693756.715,True,1.5684800148010254,25601,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,19,anf_n16_19,anf_n16_19,16,1329,external_ros_lut_proxy,3,569792,1009423,1023201,453409,25132,25133,25149,680317.025,True,1.4890551567077637,25132,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,2,anf_n16_2,anf_n16_2,16,657,external_ros_lut_proxy,3,545216,967713,981357,436141,24017,24018,24034,651042.285,True,1.4324228763580322,24017,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,20,anf_n16_20,anf_n16_20,16,744,external_ros_lut_proxy,3,579448,1026257,1040201,460753,25555,25556,25572,691820.8250000001,True,1.5490853786468506,25555,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,21,anf_n16_21,anf_n16_21,16,802,external_ros_lut_proxy,3,579872,1027141,1041179,461307,25552,25553,25569,692294.395,True,1.5638389587402344,25552,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,22,anf_n16_22,anf_n16_22,16,367,external_ros_lut_proxy,3,569992,1010043,1023883,453891,25066,25067,25083,680424.875,True,1.5098040103912354,25066,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,23,anf_n16_23,anf_n16_23,16,88,external_ros_lut_proxy,3,419728,743407,753587,333859,18317,18318,18334,500742.67500000005,True,1.2082998752593994,18317,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,3,anf_n16_3,anf_n16_3,16,97,external_ros_lut_proxy,3,451400,800759,812031,360631,19799,19800,19816,538817.135,True,1.2319839000701904,19799,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,4,anf_n16_4,anf_n16_4,16,172,external_ros_lut_proxy,3,522424,926511,939533,417109,22945,22946,22962,623640.5249999999,True,1.3850419521331787,22945,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,5,anf_n16_5,anf_n16_5,16,736,external_ros_lut_proxy,3,540480,958289,971633,431153,23757,23758,23774,645213.5850000001,True,1.4329431056976318,23757,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,6,anf_n16_6,anf_n16_6,16,254,external_ros_lut_proxy,3,508416,901765,914423,406007,22287,22288,22304,606839.0149999999,True,1.374565839767456,22287,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,7,anf_n16_7,anf_n16_7,16,596,external_ros_lut_proxy,3,555584,983881,997255,441671,24425,24426,24442,663166.7749999999,True,1.4954249858856201,24425,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,8,anf_n16_8,anf_n16_8,16,38,external_ros_lut_proxy,3,117712,210239,213369,95657,5056,5057,5073,140392.665,True,0.6899378299713135,5056,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n16,9,anf_n16_9,anf_n16_9,16,623,external_ros_lut_proxy,3,563880,999441,1013255,449375,24961,24962,24978,673474.215,True,1.5255622863769531,24961,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,0,anf_n18_0,anf_n18_0,18,21,external_ros_lut_proxy,3,7360,13405,13649,6289,334,335,353,8833.825,True,5.056875944137573,334,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,1,anf_n18_1,anf_n18_1,18,1130,external_ros_lut_proxy,3,2194648,3880037,3932927,1738279,96639,96640,96658,2619506.175,True,19.062922954559326,96639,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,10,anf_n18_10,anf_n18_10,18,558,external_ros_lut_proxy,3,2225232,3935621,3989235,1764003,97869,97870,97888,2655875.3949999996,True,11.23731780052185,97869,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,11,anf_n18_11,anf_n18_11,18,208,external_ros_lut_proxy,3,1678464,2968081,3008663,1330199,73783,73784,73802,2003187.175,True,9.209402322769165,73783,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,2,anf_n18_2,anf_n18_2,18,1218,external_ros_lut_proxy,3,2210384,3911397,3965203,1754819,97197,97198,97216,2638262.1149999998,True,18.853731155395508,97197,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,3,anf_n18_3,anf_n18_3,18,2276,external_ros_lut_proxy,3,2205344,3891925,3944283,1738939,97359,97360,97378,2632294.6350000002,True,15.250487804412842,97359,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,4,anf_n18_4,anf_n18_4,18,417,external_ros_lut_proxy,3,1976328,3506299,3556169,1579841,86843,86844,86862,2359408.9050000003,True,11.10643196105957,86843,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,5,anf_n18_5,anf_n18_5,18,755,external_ros_lut_proxy,3,2074752,3674333,3725199,1650447,91192,91193,91211,2476493.775,True,12.99501895904541,91192,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,6,anf_n18_6,anf_n18_6,18,45,external_ros_lut_proxy,3,405096,719043,729119,324023,17196,17197,17215,482428.7349999999,True,5.995927095413208,17196,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,7,anf_n18_7,anf_n18_7,18,1612,external_ros_lut_proxy,3,2124800,3753915,3804829,1680029,93687,93688,93706,2536205.325,True,13.45239520072937,93687,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,8,anf_n18_8,anf_n18_8,18,227,external_ros_lut_proxy,3,1997608,3538097,3587197,1589589,87939,87940,87958,2384715.725,True,13.267181158065796,87939,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
n18,9,anf_n18_9,anf_n18_9,18,12,external_ros_lut_proxy,3,5016,9209,9401,4385,242,243,261,6055.225,True,4.7227818965911865,242,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,13,adder_carry_w2,adder_carry_w2,4,3,external_ros_lut_proxy,4,40,67,67,27,1,2,6,47.955000000000005,True,0.04559206962585449,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,14,adder_carry_w3,adder_carry_w3,6,7,external_ros_lut_proxy,4,96,163,167,71,3,5,10,115.73499999999999,True,0.04989290237426758,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,1,majority_n3,majority_n3,3,3,external_ros_lut_proxy,5,24,43,43,19,1,1,5,28.555,True,0.038887977600097656,1,3,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,4,majority_n4,majority_n4,4,5,external_ros_lut_proxy,5,88,143,143,55,1,3,6,102.41499999999999,True,0.039370059967041016,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,7,majority_n5,majority_n5,5,15,external_ros_lut_proxy,4,224,373,379,155,3,5,9,256.155,True,0.04054093360900879,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,10,majority_n6,majority_n6,6,15,external_ros_lut_proxy,5,304,493,499,195,3,5,10,343.15500000000003,True,0.047328948974609375,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,15,mul_w2_bit1,mul_w2_bit1,4,2,external_ros_lut_proxy,5,16,29,29,13,1,1,6,19.724999999999998,True,0.049295902252197266,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,16,mul_w3_bit2,mul_w3_bit2,6,4,external_ros_lut_proxy,5,64,115,121,57,3,4,10,78.98499999999999,True,0.04760098457336426,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,12,mux_2_4,mux_2_4,6,9,external_ros_lut_proxy,5,64,115,119,55,2,3,9,76.93499999999999,True,0.046881914138793945,2,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,0,parity_n3,parity_n3,3,3,external_ros_lut_proxy,3,0,7,7,7,1,1,5,2.455,True,0.04015374183654785,1,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,3,parity_n4,parity_n4,4,4,external_ros_lut_proxy,5,0,9,9,9,1,1,6,2.585,True,0.04085803031921387,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,6,parity_n5,parity_n5,5,5,external_ros_lut_proxy,5,0,11,11,11,1,1,7,2.715,True,0.04192614555358887,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,9,parity_n6,parity_n6,6,6,external_ros_lut_proxy,4,32,75,79,47,3,3,10,42.655,True,0.045024871826171875,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,2,threshold2_n3,threshold2_n3,3,3,external_ros_lut_proxy,4,24,43,43,19,1,1,5,28.555,True,0.03918170928955078,1,3,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,5,threshold2_n4,threshold2_n4,4,7,external_ros_lut_proxy,3,64,117,123,59,3,4,8,79.11500000000001,True,0.03972887992858887,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,8,threshold2_n5,threshold2_n5,5,15,external_ros_lut_proxy,4,160,277,283,123,3,5,9,186.555,True,0.04628801345825195,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,11,threshold3_n6,threshold3_n6,6,35,external_ros_lut_proxy,3,400,723,745,345,19,20,26,483.545,True,0.04762768745422363,19,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,17,truth_n4_0,truth_n4_0,4,9,external_ros_lut_proxy,4,64,113,115,51,1,2,6,74.755,True,0.04607200622558594,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,18,truth_n4_1,truth_n4_1,4,4,external_ros_lut_proxy,4,48,81,81,33,1,2,6,56.785,True,0.04732704162597656,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,27,truth_n4_10,truth_n4_10,4,7,external_ros_lut_proxy,4,56,99,99,43,1,3,6,67.875,True,0.061205148696899414,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,28,truth_n4_11,truth_n4_11,4,9,external_ros_lut_proxy,3,48,91,95,47,3,4,8,61.535,True,0.06265091896057129,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,29,truth_n4_12,truth_n4_12,4,11,external_ros_lut_proxy,5,80,141,143,63,1,2,6,92.41499999999999,True,0.06395912170410156,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,30,truth_n4_13,truth_n4_13,4,9,external_ros_lut_proxy,5,80,137,139,59,1,3,6,94.155,True,0.06229710578918457,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,31,truth_n4_14,truth_n4_14,4,10,external_ros_lut_proxy,5,72,127,129,57,1,3,6,85.585,True,0.06497788429260254,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,32,truth_n4_15,truth_n4_15,4,7,external_ros_lut_proxy,3,64,119,123,59,4,5,9,81.19500000000001,True,0.07063984870910645,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,33,truth_n4_16,truth_n4_16,4,8,external_ros_lut_proxy,4,48,87,89,41,1,2,6,57.224999999999994,True,0.07129812240600586,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,34,truth_n4_17,truth_n4_17,4,4,external_ros_lut_proxy,3,24,47,47,23,2,3,7,32.815,True,0.07243537902832031,2,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,35,truth_n4_18,truth_n4_18,4,6,external_ros_lut_proxy,3,56,105,109,53,4,5,9,72.36500000000001,True,0.08453202247619629,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,36,truth_n4_19,truth_n4_19,4,8,external_ros_lut_proxy,4,56,101,101,45,1,2,6,66.005,True,0.07938694953918457,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,19,truth_n4_2,truth_n4_2,4,12,external_ros_lut_proxy,3,72,139,141,69,5,6,10,92.365,True,0.05106806755065918,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,37,truth_n4_20,truth_n4_20,4,6,external_ros_lut_proxy,5,48,85,85,37,1,2,6,57.044999999999995,True,0.08286690711975098,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,38,truth_n4_21,truth_n4_21,4,6,external_ros_lut_proxy,4,48,83,85,37,1,2,6,56.964999999999996,True,0.08338093757629395,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,39,truth_n4_22,truth_n4_22,4,9,external_ros_lut_proxy,5,72,127,127,55,1,3,6,85.535,True,0.08215904235839844,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,40,truth_n4_23,truth_n4_23,4,7,external_ros_lut_proxy,5,40,73,75,35,1,2,6,48.395,True,0.0940561294555664,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,41,truth_n4_24,truth_n4_24,4,12,external_ros_lut_proxy,3,88,161,163,75,4,5,9,107.63499999999999,True,0.09272480010986328,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,42,truth_n4_25,truth_n4_25,4,7,external_ros_lut_proxy,4,48,85,87,39,1,2,6,57.095,True,0.0954430103302002,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,43,truth_n4_26,truth_n4_26,4,8,external_ros_lut_proxy,4,56,99,101,45,1,3,6,67.92500000000001,True,0.1229560375213623,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,44,truth_n4_27,truth_n4_27,4,9,external_ros_lut_proxy,5,56,101,103,47,1,2,6,66.055,True,0.12550616264343262,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,45,truth_n4_28,truth_n4_28,4,9,external_ros_lut_proxy,5,80,139,139,59,1,3,6,94.235,True,0.1860218048095703,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,46,truth_n4_29,truth_n4_29,4,7,external_ros_lut_proxy,5,56,99,99,43,1,2,6,65.875,True,0.18329787254333496,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,20,truth_n4_3,truth_n4_3,4,11,external_ros_lut_proxy,3,56,111,115,59,3,4,8,70.755,True,0.05001497268676758,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,47,truth_n4_30,truth_n4_30,4,9,external_ros_lut_proxy,5,48,89,91,43,1,2,6,57.355000000000004,True,0.18358659744262695,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,48,truth_n4_31,truth_n4_31,4,10,external_ros_lut_proxy,5,96,163,165,69,1,3,6,111.68499999999999,True,0.2801628112792969,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,49,truth_n4_32,truth_n4_32,4,8,external_ros_lut_proxy,4,64,113,113,49,1,2,6,74.70499999999998,True,0.25745081901550293,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,50,truth_n4_33,truth_n4_33,4,6,external_ros_lut_proxy,4,48,83,85,37,1,2,6,56.964999999999996,True,0.3286750316619873,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,51,truth_n4_34,truth_n4_34,4,5,external_ros_lut_proxy,3,40,81,87,47,3,4,8,53.015,True,0.1724247932434082,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
